,Unnamed: 0,Unnamed: 0.1,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Negative Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
374,1685,1685,"The question of voting for the ""lesser of two evils"" was addressed, as well as the myth of elections being the zenith of democracy.",12 High and Low,Scale,democracy,,zenith,democracy,Democracy,zenith,High Location/Light,Abyss/Downward Movement,156107,,
376,781,781,"What I respected is that she didn't use it to attack the firearm, it was just something she associated with her trauma and honestly I can't blame her for having that scar, it's a pretty scary thing to be involved in.",03 Conflict,Enemy,firearm,,attack,firearm,Guns,attack,War,Barrier/Building,2673085,,
377,249,249,"The assault of wealth and power upon the government of this people is a Babel-builder's dream of unrestrained, money-maddened voices drowning out all reason.",01 Health and Safety,Threat,wealth,,assault,wealth,Wealth,assault,Physical Harm/War,Barrier/Game,2377910,,
379,1063,1063,For a Republic that seems to idolize Democracy our work places remain almost consistently autocratic.,04 Power and Control: God,God,Democracy,idolize [god],idolize,Democracy,Democracy,idolize,A God,War,760277,,
380,40,40,"3 Robin Henderson In my life, I've found that poverty cures a million ills, or at least treats many of their symptoms.",01 Health and Safety,Protection,poverty,,cures,poverty,Poverty,cures,Disease/Medicine,Emotion Experiencer,761505,,
381,1005,1005,"If everyone gets nailed on felony charges, at this point gun control wins.",03 Conflict,Winner,gun control,[winner] wins,wins,gun control,Control of Guns,wins,Competition/Game,Animal,,,
382,347,347,"They could have attacked the issue of judicial review head on, as Congress's proposed amendments had sought to do, but they chose not to, perhaps anticipating the public's attachment to the idea of the judiciary as the guardian of the Constitution.",01 Health and Safety,Threatened,constitution,,guardian,Constitution,Democracy/Government,guardian,Protection,Competition/Game,3120513,,
383,794,794,The unexpected invasion of poverty into the suburbs has revealed a huge hole in the social safety net.,03 Conflict,Enemy,poverty,,invasion,poverty,Poverty,invasion,War,Disease,2378560,,
384,487,487,"Politico's Ben Smith has looked over the mountain of the 2012 election to see what's down the path, and he sees same sex marriage as a potentially huge issue in the race for the Democratic nomination.",02 Journey,Barrier,election,,mountain,election,Elections,mountain,Hazardous Geographic Feature,Abyss/Downward Movement,761946,,
385,429,429,"I am therefore hijacking the terminology again, and declaring America on the edge of a gun control cliff.",02 Journey,Agent,America,,,gun control,Control of Guns,cliff,Abyss,Disease/Physical Harm,2377544,,
386,123,123,"History has demonstrated that citizens in most places most of the time are generally averse to conflicts with long-term costs, and that democracy restrains aggressive rulers.",01 Health and Safety,Threat,democracy,,restrains,democracy,Democracy,restrains,Confinement/Physical Harm,Crime/Contamination,1971835,,
387,472,472,>>At the same time realise that is is a road block for gun control and will show the nature of its campaign.,02 Journey,Barrier,road block,,block,gun control,Control of Guns,block,Barrier,Resource,,,
388,166,166,"You will say no, but any law that bans all guns would mean that all gun owners in your view were evil.",01 Health and Safety,Threat,gun owners,,evil,gun owners,Guns,evil,Monster,Building/Strength,3678835,,
389,339,339,How to Defend Your Gun Rights,01 Health and Safety,Threatened,Gun Rights,defend [threatened],Defend,Gun Rights,Gun Rights,Defend,Protection,Crime/Physical Harm,,,
390,165,165,These cry baby gun control advocates are always crying wolf and every gun gets nastier and more evil to them.,01 Health and Safety,Threat,gun,,evil,gun,Guns,evil,Monster,Disease/Physical Burden,3791670,,
391,219,219,We are opposed to legislation and litigation that seeks to erode or circumvent the Second Amendment.,01 Health and Safety,Threat,Second Amendment,,erode,Second Amendment,Gun Rights,erode,Physical Harm,Backward Movement,3048495,,
392,1463,1463,"The efforts of Al Franken, Harry Reid and Chuck Schumer to steal this election and seat Al Franken despite not having an election certificate are unprecedented, Duncan said in a statement.",06 Morality and Justice,Property,election,,steal,election,Elections,steal,Theft,Medicine,1071447,,
393,1134,1134,Guns enslave a hell of a lot more frequently than they liberate.,04 Power and Control: Human,Leader,Guns,,enslave,Guns,Guns,enslave,Enslavement,Movement/Upward Movement,2377209,,
394,1628,1628,"""We must also care for the wounded -- the existing poor -- while we work to solve the root causes so another generation does not fall into the bottomless pit of poverty that we have allowed to exist for to long,"" said Wayne Leonard, Entergy's chief executive officer.",12 High and Low,Destination,poverty,,fall into,poverty,Poverty,bottomless pit,Abyss,Contamination/Physical Harm,162976,,
395,1433,1433,"The reason for this, a new study shows, is that poverty robs people of the mental bandwidth they need to make better decisions.",06 Morality and Justice,Criminal,poverty,,robs,poverty,Poverty,robs,Crime/Theft,Forceful Extraction/Resource,158471,,
396,538,538,"* Guns were even more prevalent in the past; if that were not the case, why have we had a progression of gun control?",02 Journey,Change Type,INCREASE,,progression,gun control,Control of Guns,progression,Forward Movement,Physical Burden,2377378,,
397,680,680,The owner of the popular Brighton Beach-based Tatiana's Restaurant (3152 Brighton 6th Street) lost a tax battle due to a ruling that will cost her hundreds of thousands of dollars.,03 Conflict,Conflict,tax,,battle,tax,Taxation,battle,War,Downward Movement,2377887,,
398,518,518,"BigBut: Over time, the 10Percenters Wealth decreases as they pay off the Debt and thus their Net Worth increases.",02 Journey,Change,Wealth,,decreases,Wealth,Wealth,decreases,Downward Movement,War,2420148,,
399,958,958,The sad news is with the exception of very few no firearm organisation is doing anything of the slightest value in fighting gun control.,03 Conflict,Side,gun control,,fighting,gun control,Control of Guns,fighting,Struggle/War,Accident/Physical Harm,2171301,,
400,381,381,that claim destroys your prior argument that the second amendment protects no gun nor any class of firearms,01 Health and Safety,Threatened,gun,,protects,gun,Guns,protects,Protection,Portal,2147028,,
401,276,276,Voluntary commitment never results in the loss of gun rights.,01 Health and Safety,Threatened,gun rights,,loss,gun rights,Gun Rights,loss,Competition,Upward Movement,2904065,,
402,94,94,DeFazio Fights for Common Sense Reforms to Protect Taxpayers and the Environment from Hardrock Mining Giveaways,01 Health and Safety,Protection,taxpayers,,protect,Taxpayers,Taxation,Protect,Protection,Natural Physical Force,2659812,,
404,359,359,"Perhaps that statement aimed to reject speculation on the part of some US politicians, such as Senator Bob Graham, who attributed Bush's refusal to an effort to protect the Saudi government.",01 Health and Safety,Threatened,government,,protect,government,Government,protect,Protection,Medicine,2666831,,
405,503,503,Looks like we are bound to learn the hard way what happens when uncontrollable government burdens its citizens past the breaking point.,02 Journey,Barrier,government,,burdens,government,Government,burdens,Physical Burden,High Location,152689,,
406,1004,1004,"But it didn't, and so the eternal truism has again been proved: In the classic struggle between simplicity and fairness, bureaucracy wins every time.",03 Conflict,Winner,bureaucracy,,wins,bureaucracy,Bureaucracy,wins,Competition/Game,Blood Stream,3120056,,
407,1612,1612,Obama's election illuminates BOTH how far we have come and how much farther we need to go on race relations.,11 Darkness and Light,Entity,election,,illuminates,election,Elections,illuminates,Light,Natural Physical Force,761964,,
408,496,496,"Increased food costs mean a lower or middle class family has less money to spend on other necessities, like childcare or transportation, increasing the tax's burden on already stressed families.",02 Journey,Barrier,tax,,burden,tax,Taxation,burden,Physical Burden,Competition/Struggle,2659725,,
409,491,491,"In this view, democracy is a burden and a hindrance, and enlightened authoritarianism can better serve the people",02 Journey,Barrier,democracy,,burden,democracy,Democracy,burden,Physical Burden,Medicine,1972031,,
410,1066,1066,He finds that providing readers with a corrective information to dispel an Obamacare myth can actually strengthen belief in death panels.,04 Power and Control: God,God,Obamacare,,myth,Obamacare,Bureaucracy,myth,A God,Competition,3120651,,
411,1239,1239,"Moreover, our pending bilateral free trade agreement is part of a regional strategy that encompasses pending free trade agreements with Peru , and Panama and complements existing agreements with Chile, Central America and the Dominican Republic, Mexico and Canada.Completing these agreements would solidify open markets and strengthen democracy along the Pacific coast of the Americas.",05 Engineering and Business: Engineering,Built,democracy,,strengthen,democracy,Democracy,strengthen,Building/Strength,Animal,2552202,,
412,699,699,"That is not anti gun victory, now, do we capitalize on the spineless nature of our reps, or do we let them regroup?",03 Conflict,Enemy,our reps,,,gun,Guns,victory,Competition,Confinement/Enslavement,,,
413,1679,1679,The Turk and Mongol invaders found and easily robbed the mountains of wealth heaped in Hindu temples and it is little wonder that they had so little difficulty in conquering a spiritual country that had lost its material strength.,12 High and Low,Scale,wealth,,mountains,wealth,Wealth,mountains,Hazardous Geographic Feature,Disease/Medicine,3041549,,
