,Unnamed: 0,Sentence,Schema,Schema Slot,Negative Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
1440,1440,"Von Stewart, a Forest Hills resident of five years, said Weiner has his vote next year, but said the congressman destroyed his mayoral aspirations.",06 Morality and Justice,Criminal,Conflict,congressman,,destroyed,congressman,Government,destroyed,Natural Physical Force,152771,,
25,25,Wealth alleviates material misery of the subject and obviates to an extent the need for a support in the form of formal organized religion.,01 Health and Safety,Protection,Destruction Potential,Wealth,,alleviates,Wealth,Wealth,alleviates,Disease,1973822,,
1566,1566,"I am not a proponent of gun control and I think its important to think long and hard before one gives up any right that he currently has, but that doesn't mean I have to believe in a DELUSION that rounding up all the guns in America is even possible.",09 Animals,Domesticated Animal,Side,guns,rounding up all the [domesticated animal]s,rounding up,guns,Guns,rounding up,Animal,2116922,,
693,693,"A recent paper by Yale Tax Law Professor Susannah Tahk introduces the concept of the ""tax war on poverty"" and analyzes the growing number of tax code provisions to which the concept refers.",03 Conflict,Conflict,Enemy,tax,,war,tax,Taxation,war,War,2378561,,
1677,1677,"Nobody ever gets elected to any political office whatsoever unless he or she is hand-picked by a bunch of Jews and subscribes wholeheartedly to a complex agenda that preserves and protects the State of Israel at all costs, keeps Jews in complete control of all media and entertainment, turns the suffering of six billion slaves into mountains of money for Nazi conglomerates and keeps ordinary consumers brainwashed out of their poor, stupid minds.",12 High and Low,Scale,Goal,money,,mountains,money,Wealth,mountains,Hazardous Geographic Feature,134643,,
1662,1662,"Defining a poverty line is necessary if we are going to analyze not only the incidence of poverty, but also the depth of poverty (how poor are the poor?) and the duration of poverty (how long are the poor, poor?)",12 High and Low,Scale,Domesticated Animal,poverty,,depth,poverty,Poverty,depth,Abyss,533418,,
406,406,He attacked the government of Juan MartÃ_n de PueyrredÃ_n and was banished (1817).,01 Health and Safety,Threatened,Wild Animal,government,,attacked,government,Government,attacked,Struggle/War,2672057,,
1633,1633,"Indeed, the President of Indonesia remarked at that time: ""The primary task of development is to uplift the common people from the abyss of poverty and the principal solution for raising the weak from poverty and destitution is through cooperatives.""",12 High and Low,Level,Parent,LOW,,abyss,poverty,Poverty,abyss,Abyss,171290,,
1097,1097,"Together with their new-found wealth, many Thais quickly shifted from their rustic, culturally-knitted lifestyle to pursue materialism and the worship of money.",04 Power and Control: God,God,Scale,money,,worship,money,Wealth,worship,A God,2796587,,
1090,1090,"Communism is a system with a totalitarian, absolutist government that rules over everyone's lives, and this must be the natural form of government for people who worship the government.",04 Power and Control: God,God,Leader,government,,worship,government,Government,worship,A God,152399,,
606,606,"As we celebrate Texas Independence Day, I need to inform you of the status of the latest in a House election contest that has dealt with one of the most fundamental rights we have to preserve the freedom that Texans and Tejanos fought and died for 175 years ago- the right to vote.",03 Conflict,Conflict,Servant,election,,contest,election,Elections,contest,Competition,2377760,,
407,407,you throw the term INSANE around a lot when the real insanity comes from the garment soiling gun haters who are either terrified of the fact that others make personal safety their individual responsibility or hate conservatives and think attacking gun rights is just punishment for us being against nanny state collectivism.,01 Health and Safety,Threatened,Aid,gun rights,,attacking,gun rights,Gun Rights,attacking,Struggle/War,2128433,,
968,968,This aid enabled Europeans to overcome the poverty with which many of them struggled initially.,03 Conflict,Side,Part Type,poverty,,overcome,poverty,Poverty,overcome,Struggle/War,124034,,
534,534,The CDC was producing bogus research to promote and advance gun control with out evidence of pubic safety being increased with public money.,02 Journey,Change Type,Entity,INCREASE,advance,advabce,gun control,Control of Guns,advance,Forward Movement,,,
581,581,"In some state the law is the property owner trumps the gun owner, in others the gun owner trumps the property owner.",03 Conflict,Aid,Enemy,gun owner,,trumps,gun owner,Guns,trumps,Game,2909783,,
1098,1098,This country could use alot more of that for sure but it is clear to me the GOP has taken wealth worship to a new level and it is not a balenced aproach.,04 Power and Control: God,God,Wild Animal,wealth,,worship,wealth,Wealth,worship,A God,31674,,
1019,1019,We agree that gun control will win because Americans aren't willing to kill over it.,03 Conflict,Winner,Body,gun control,[winner] will win,will win,gun control,Control of Guns,win,Competition/Game/Struggle,2883743,,
161,161,"At the ripe old age of 18, their ""good boy"" has accumulated two armed robbery charges yet they blame others for his actions - obviously he was raised well, but the evil gun made him do bad things.",01 Health and Safety,Threat,Destruction Potential,gun,,evil,gun,Guns,evil,Monster,2128348,,
226,226,"* Our kids will earn more than we do * Free trade is always good, no matter who gets hurt * Employers should be responsible for health coverage * Taxes hurt the economy * Schools are a local matter * Money follows merit",01 Health and Safety,Threat,Crime,taxes,,hurt,Taxes,Taxation,hurt,Physical Harm,1944889,,
1767,1767,Romney doesn’t have clue about the image he projects because he has no ability to empathize or he would have been sensitive to the image and it’s value in for states just getting into the heat of the voting.,14 Embodied Experience: Temperature,Hot,Failed Experiment,the voting,heat of [hot],heat of,voting,Elections,heat,Temperature,761891,,
799,799,"If you've haven't yet read Ryan Lizza's crisp explanation of why gun control failed yesterday, please do so at your earliest convenience.",03 Conflict,Loser,Built,gun control,,failed,gun control,Control of Guns,failed,Competition,2620567,,
510,510,He would tell me who overcame abject poverty to rise to the top of his sport and who was suspected of doping.,02 Journey,Barrier,Entity,poverty,,overcame,poverty,Poverty,overcame,Struggle,2406769,,
1167,1167,The church needs to clean up it's own closet AND backyard and fully remain OUT of the gun control business!!!,05 Engineering and Business: Business,Business,Body of Water,gun control,the [business] business,the gun control business,gun control,Control of Guns,business,Business,2376995,,
388,388,These actions caused the NRA and gun owners to get political and counterattack the Dem schemes the Dem solution changed to punishing the pro gun groups who funneled lots of money to pro gun (usually GOP) candidates. that is why we conservatives have become more active in defending gun rights-because Dem assholes in office wanted to rape our rights to stave off attacks that Dems are weak on dealing with violent street crime,01 Health and Safety,Threatened,Worshipper,gun rights,,defending,gun rights,Gun Rights,defending,Protection/Struggle,2143173,,
1165,1165,Your firearms helped define your life.,04 Power and Control: Human,Servant,Beneficial Plant,firearms,,helped,firearms,Guns,helped,Servant,2419557,,
1291,1291,These efforts were also significant in curricular change and in shaping government policies toward higher education in China especially in the area of private education.,05 Engineering and Business: Engineering,Built,Relationship,government policies,,shaping,government policies,Government,shaping,Shape,2269065,,
1290,1290,"The only thing that has shaped gun rights or gun restrictions, has been state and local laws through our jurisprudence.",05 Engineering and Business: Engineering,Built,Enemy,gun rights,,shaped,gun rights,Gun Rights,shaped,Shape,3123825,,
864,864,The industry had played the gun-nut rubes for fools.,03 Conflict,Side,Scientist,the industry,[side] played,played,gun-nut,Guns,played,Game,,,
764,764,"Across the globe, free markets and trade have helped defeat poverty, and taught men and women the habits of liberty.""",03 Conflict,Enemy,Domesticated Animal,poverty,,defeat,poverty,Poverty,defeat,Struggle/War,750880,,
1484,1484,His company railroaded our Federal government and avoided penalties associated with running a Trust only because the politicians they donated money to stole the election - apparently literally.,06 Morality and Justice,Property,Worshipper,election,,stole,election,Elections,stole,Theft,1795867,,
1189,1189,Perhaps 5â€“10% of firearms trafficking operations involve illegal sales knowingly made by a retail licensee.,05 Engineering and Business: Business,Business,Winner,firearms,,operations,firearms,Guns,operations,Machine,2837548,,
1602,1602,"Ah well, this election is still young.",10 Human Life Cycle and Family Relations,Entity Age,Facilitator,YOUNG,,young,election,Elections,young,Life Stage,,,
865,865,The industry had played the gun-nut rubes for fools.,03 Conflict,Side,Farmer/Gardener,the gun-nut rubes,played [side] for,played for,gun-nut,Guns,played,Game,,,
1077,1077,The gun freaks act like we are trying to take their sacred guns away when I have not heard the president say that.,04 Power and Control: God,God,Leader,guns,,sacred,guns,Guns,sacred,A God,2143922,,
124,124,Constitution restrains the Feds,01 Health and Safety,Threat,Vehicle,Constitution,,restrains,Constitution,Government,restrains,Confinement/Physical Harm,1973595,,
1563,1563,We have so tamed and domesticated democracy that we can give it to Iraq.,09 Animals,Domesticated Animal,Undesirable Plant,democracy,domesticated [domesticated animal],domesticated,democracy,Democracy,domesticated,Animal,1971485,,
908,908,"This time of year, government agencies are racing to spend the remainder of their annual budgets by the end of their fiscal year on Sept. 30.	Conflict	Side	government agencies		racing	government agencies		racing		2377547	
We are prepared to make this the biggest taxpayer battle since Proposition 13.	Conflict	Side	taxpayer		battle	taxpayer	Taxpayers	battle	War	2377898	
He attacks corporations, he attacks those who've worked hard to accumulate wealth for their families (good for them!), he attacks the banking industry, he attacks taxpayers by raising taxes.	Conflict	Side	taxpayers		attacks	taxpayers	Taxpayers	attacks	War	2377903	
It was a kind of election revolution achieved through the ardent wishes of the Korean people who eagerly anticipated the dawning of a new age.	Conflict	Side	election		revolution	election	Elections	revolution	War	2377985	
April 15, 1998 As taxpayers wrestle with confusing forms and worry that an innocent mistake could leave them bullied and broke, Congress is on the verge of reining in a dreaded behemoth, the Internal Revenue Service.	Conflict	Side	taxpayers		wrestle	taxpayers	Taxpayers	wrestle	Competition	2378051	
Gun rights occupy an entrenched position in this culture, and making progress will not be easy.	Conflict	Side	Gun rights		occupy	Gun rights	Gun Rights	occupy	Physical Location	2378681	
That means that we must remain firm in our commitment to defeat gun control at every turn.	Conflict	Side	gun control		defeat	gun control	Control Of Guns	defeat	Struggle	2378716	
Biden came out today and said that President Obama may act alone with a series of executive orders to combat gun control.	Conflict	Side	gun control		combat	gun control	Control Of Guns	combat	War	2378742	
Thanks to the gun control blitzkrieg led by Democratic lawmakers last year, Colorado is about to take a hit in the wallet in the midst of an already anemic economy, and lose hundreds of private-sector jobs at a time when they can least afford it.	Conflict	Side	gun control	[side] blitzkrieg	blitzkrieg	gun control	Control of Guns	blitzkrieg	War	2378748	
In a statement issued before the Friday's rally, Hamas acknowledged difficulties in the year since its election triumph.	Conflict	Side	election		triumph	election	Elections	triumph	Competition	2389396	hamas is winner
Together with individuals and local groups in more than 120 countries, Oxfam saves lives, helps people overcome poverty, and fights for social justice.	Conflict	Side	poverty		overcome	poverty	Poverty	overcome	War/Struggle	2403423	
Preserve, protect and defend the right to bear arms.	Conflict	Side	the right to bear arms		defend	the right to bear arms	Gun Rights	defend	Protection	2407551	
Alex Torpey, a twenty-four-year-old with a breakthrough vision for using technology to improve government, ran for mayor of South Orange, New Jersey and defeated the far older incumbent.	Conflict	Side	incumbent		defeated	incumbent	Government	defeated	War/Competition	2408873	
For 12 years, Alex fought for gun rights as a state senator and consistently stood up for law-abiding gun owners.	Conflict	Side	gun rights	fought for [side]	fought for	gun rights	Gun Rights	fought	Struggle/War	2409147	
Paul Polakfounder of Colorado-based non-profit International Development Enterprises (IDE)is dedicated to developing practical solutions that attack poverty at its roots.	Conflict	Side	poverty		attack	poverty	Poverty	attack	War/Struggle	2451006	
Opportunity Link seeks to unite people, link resources, and fight poverty in eleven North-central Montana counties.	Conflict	Side	poverty		fight	poverty	Poverty	fight	Struggle	2453492	
Logical fallacy of the Left: You can't stop gun violence by attacking guns	Conflict	Side	guns		attacking	guns	Guns	attacking	War/Struggle	2461038	
The government - faced with more than 22% unemployment in the mid-90's - let more than 25% of all workers go on part time contracts with less job protection, by 2001.	Conflict	Side	government		faced	government	Government	faced	Human Body	2461985	
TIM CARNEY: Obama should blame Tea Party, not NRA, for gun control defeatâ€_.	Conflict	Side	gun control		defeat	gun control	Control Of Guns	defeat	War/Struggle	2538043	
As do those who oppose gun control.	Conflict	Side	gun control		oppose	gun control	Control Of Guns	oppose	Struggle	2612101	
; to spend your time on the range or in the field, rather than fighting gun control""?",03 Conflict,Side,Entity,gun control,,fighting,gun control,Control of Guns,fighting,Struggle,2620370,,
