,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant
43,43,996,And that is probably why gun control will win and has been slowly but surely.,03 Conflict,Winner,gun control,,win,gun control,Control of Guns,win,Competition/Game,2883754.0,,,win and,win and,"[[' victorious', ' athletic', ' competitive']]","[[' PersonX gets a trophy.', ' PersonX wins the game.', ' PersonX gets a trophy']]","[[' none', ' to be the best', ' to win']]","[[' to train hard', ' to play the game', ' to play a game']]","[[' happy', ' accomplished', ' proud']]","[[' PersonX competes in a game', ' PersonX competes in a tournament', ' PersonX plays a game']]","[[' to celebrate', ' to celebrate with friends', ' to celebrate.']]"
44,44,1200,"Politicians continue to give bureaucracy its (usually unfunded) mandate, and then they, who often manufactured bureaucracy in the first place, are reduced to haphazardly bullying it since nothing else, from their perspective, appears to work.",05 Engineering and Business: Business,Product,bureaucracy,,manufactured,bureaucracy,Bureaucracy,manufactured,Factory,3119396.0,,,manufactured bureaucracy,manufactured bureaucracy,"[[' controlling', ' powerful', ' willful']]","[[' none', ' gets fired', ' PersonX gets fired']]","[[' to be in charge', ' to be in control', ' to be powerful']]","[[' none', ' to know how to do it', ' to know how to create a bureaucracy']]","[[' good about themselves', ' powerful', ' satisfied']]","[[' PersonX wants to be in charge', ' PersonX wants to be in charge of everything', ' PersonX wants to be in charge.']]","[[' to make sure everything goes smoothly', ' to make sure everything is going smoothly', ' to make sure everything is done correctly']]"
45,45,1155,"When this is the case, the government can provide that service instead by being a monopoly that can attain savings by using economies of scale.",04 Power and Control: Human,Servant,government,,provide,government,Government,provide,Business,2672668.0,,,provide that,provide that,"[[' helpful', ' responsible', ' generous']]","[[' none', ' PersonX is thanked', ' PersonX is thanked.']]","[[' to be helpful', ' to be helpful.', ' to help']]","[[' none', ' to know what they need', ' to know what is needed']]","[[' satisfied', ' happy', ' good']]","[[' PersonX is asked to do a favor for someone', ' PersonX is asked to do a favor for someone else', ' PersonX is asked to do a favor for a friend']]","[[' to get paid for it', ' to get paid', ' to be thanked']]"
46,46,342,The failure to defend taxation has its cost.,01 Health and Safety,Threatened,taxation,,defend,taxation,Taxation,defend,Protection,3121777.0,,,defend taxation,defend taxation,"[[' responsible', ' brave', ' intelligent']]","[[' none', ' PersonX makes a speech', ' PersonX gets a raise.']]","[[' to be a good person', ' to be fair', ' to be a good citizen']]","[[' none', ' to be a tax collector', ' to be a tax payer']]","[[' justified', ' happy', ' proud']]","[[' PersonX is a tax collector.', ' PersonX is a tax collector', ' PersonX wants to help the poor']]","[[' to make sure everyone knows the truth', ' to make sure everyone knows the facts', ' to make sure everyone understands']]"
47,47,1023,Attributing the victory of the Obama campaign to the hundreds of thousands of supporters who came together to achieve change is a lie.,03 Conflict,Winner,Obama campaign,,victory,Obama campaign,Elections,victory,Competition/War,3119164.0,,,victory of,victory of,"[[' victorious', ' successful', ' proud']]","[[' PersonX wins the game.', ' PersonX wins the game', ' PersonX celebrates.']]","[[' none', ' to be successful', ' to be victorious']]","[[' none', ' to win the game', ' to win the race']]","[[' happy', ' proud', ' accomplished']]","[[' PersonX wins the game', ' PersonX wins the race', ' PersonX wins the lottery']]","[[' to celebrate', ' to celebrate the victory', ' to celebrate with friends']]"
48,48,1183,"But a growing body of research has revealed an unfortunate aspect of the human psyche that would seem to disprove this notion, and imply instead that democratic elections produce mediocre leadership and policies.",05 Engineering and Business: Business,Business,Elections,,produce,elections,Elections,produce,Factory,2671507.0,,,produce mediocre,produce mediocre,"[[' incompetent', ' lazy', ' talented']]","[[' PersonX gets fired from their job.', ' PersonX gets fired from the job.', ' PersonX gets fired.']]","[[' none', ' to be the best', ' to be a failure']]","[[' none', ' to work hard', ' to have a job']]","[[' frustrated', ' disappointed', ' bad']]","[[' PersonX is too good at what they do', ' PersonX is too good at what they do.', ' PersonX is too good at their job.']]","[[' to get a better job', ' to get better', ' to get a new job']]"
49,49,298,So if we allow this inequity to continue and to destroy our democracy that is a blow for fledgeling democracies everywhere.,01 Health and Safety,Threatened,democracy,,destroy,democracy,Democracy,destroy,Natural Physical Force/Physical Harm,155561.0,,,destroy our,destroy our,"[[' destructive', ' mean', ' evil']]","[[' gets arrested', ' PersonX gets arrested.', ' PersonX gets arrested']]","[[' none', ' to destroy something', ' to destroy something.']]","[[' none', ' to get a weapon', ' to have a weapon']]","[[' powerful', ' sad', ' angry']]","[[' PersonX is a criminal.', ' PersonX is a criminal', ' PersonX wants to destroy the world']]","[[' to get away from the scene', ' to get revenge', ' to get away from the situation']]"
50,50,574,"It is disturbing so many true American patriots want to take their democracy football and leave the field because, by a democratic vote in spite of all the millions spent, their guy lost.",03 Conflict,Aid,democracy,,football,democracy,Democracy,football,Game,761014.0,,,football and,football and,"[[' athletic', ' sporty', ' active']]","[[' PersonX sweats from exertion', ' PersonX sweats from exertion.', ' PersonX sweats from the exertion.']]","[[' to have fun', ' to be entertained', ' to have fun.']]","[[' to go to the football field', ' to go to the stadium', ' to go to the game']]","[[' happy', ' excited', ' happy.']]","[[' PersonX wants to play football', ' PersonX wants to be a football player', ' PersonX plays football with their friends']]","[[' to win the game', ' to go home', ' to win the game.']]"
51,51,328,Epidemic: Guns kill twice as many kids as cancer does,01 Health and Safety,Threatened,kids,kill [threatened],kill,Guns,Guns,kill,Physical Harm,,,,kill [threatened],kill threatened,"[[' violent', ' aggressive', ' mean']]","[[' gets arrested', ' PersonX commits a crime.', ' PersonX commits a crime']]","[[' to get revenge', ' to kill someone', ' none']]","[[' none', ' to have a gun', ' to be threatened']]","[[' guilty', ' angry', ' scared']]","[[' PersonX is afraid of the police.', ' PersonX is being threatened by a criminal.', ' PersonX is afraid of the consequences.']]","[[' to get away from the situation', ' to get revenge', ' to get away with it']]"
52,52,1386,Gun control is a crime.,06 Morality and Justice,Crime,Gun control,,crime,Gun control,Control of Guns,crime,Crime,2377035.0,,,,,"[[' criminal', ' violent', ' immoral']]","[[' PersonX commits a crime', ' PersonX commits a crime.', ' gets arrested']]","[[' none', ' to be a criminal', ' to get away with something']]","[[' none', ' to commit a crime', ' to have committed a crime']]","[[' guilty', ' guilty.', ' bad']]","[[' PersonX commits a crime', ' PersonX gets caught', ' PersonX gets arrested']]","[[' to get away with it', ' to get away from the crime scene', ' to get away from the police']]"
53,53,13,"In the early 1990s, the public appetite for gun control may have been motivated more strongly by inner-city crime rates, and by the threat of crime in general, and Clinton’s 1994 bill addressed a broader issue of crime and security, marrying things like cop funding and tougher penalties to the sizable pillar of gun control.",01 Health and Safety,Beneficial,gun control,appetite for [beneficial],appetite for,gun control,Control of Guns,appetite,Food,,,,appetite for [beneficial],appetite for beneficial,"[[' hungry', ' curious', ' healthy']]","[[' PersonX eats a lot of food.', ' PersonX eats a lot of food', ' PersonX eats a lot of healthy food.']]","[[' none', ' to be healthy', ' to be healthy.']]","[[' none', ' to be hungry', ' to eat something']]","[[' satisfied', ' hungry', ' full']]","[[' PersonX eats a lot of vegetables', ' PersonX eats a lot of healthy food', ' PersonX eats a lot of food']]","[[' to eat healthy', ' to eat more', ' to eat something']]"
54,54,87,"So that from this it may appear how much he sins in the Church, who, preferring himself and his children to Christ, preserves his wealth, and does not share an abundant estate with the poverty of the needy.",01 Health and Safety,Protection,wealth,,preserves,wealth,Wealth,preserves,Protection,135214.0,,,preserves his,preserves his,"[[' thoughtful', ' responsible', ' careful']]","[[' none', ' PersonX has a good reputation.', ' PersonX has a good reputation']]","[[' to be safe', ' to preserve something', ' to preserve something.']]","[[' none', ' to know how to preserve it', ' to have something to preserve']]","[[' happy', ' satisfied', ' proud']]","[[' PersonX has to go to work.', ' PersonX has to go to work', ' PersonX has to go to the hospital.']]","[[' to keep it safe', ' to keep it', ' to keep it safe.']]"
55,55,1495,Turning the Sandy Hook event into a gun control scapegoat is ridiculous.,06 Morality and Justice,Punished,the Sandy Hook event,,scapegoat,gun control,Control of Guns,scapegoat,Crime,2377040.0,,,scapegoat is,scapegoat is,"[[' scapegoat', ' mean', ' mean spirited']]","[[' none', ' gets yelled at', ' PersonX is punished']]","[[' none', ' to get rid of someone', ' to get away with something']]","[[' none', ' to have a scapegoat', ' to make a scapegoat']]","[[' guilty', ' sad', ' angry']]","[[' PersonX is a scapegoat', ' PersonX makes a mistake', ' PersonX makes a bad choice']]","[[' to get rid of the scapegoat', ' to make amends', ' to get rid of the scapegoat.']]"
56,56,341,Apparently the simple fact that some 80% of households have a gun and that only 12% of the population support less gun control has no influence on your false belief that gun owners will vote to defend their firearms.,01 Health and Safety,Threatened,firearms,,defend,firearms,Guns,defend,Protection,2673214.0,,,defend their,defend their,"[[' brave', ' strong', ' defensive']]","[[' gets yelled at', ' none', ' PersonX is thanked']]","[[' to be a good person', ' to be a good friend', ' to be helpful']]","[[' none', ' to know how to defend themselves', ' to know what to say']]","[[' good about themselves', ' proud', ' good about themselves.']]","[[' PersonX is not allowed to defend themselves.', ' PersonX is not allowed to defend themselves', ' PersonX is not allowed to defend their family.']]","[[' to make sure they are safe', ' to be a hero', ' to be a good person']]"
57,57,1642,"It envisions a Supreme Court standing (or rather enthroned) at the apex of government, empowered to decide all constitutional questions, always and everywhere `primary' in its role.""",12 High and Low,Level,HIGH,,apex,government,Government,apex,High Location,153104.0,,,apex of,apex of,"[[' powerful', ' dominant', ' talented']]","[[' none', ' PersonX achieves a goal', ' PersonX gets a promotion']]","[[' none', ' to be the best', ' to be the best.']]","[[' none', ' to know what they want to do', ' to know what they are doing']]","[[' accomplished', ' happy', ' proud']]","[[' PersonX wins the lottery', ' PersonX wins the race', ' PersonX wins the game']]","[[' to be the best', ' to celebrate', ' to get a promotion']]"
58,58,281,"New York's pensions are the financial equivalent of the neutron bomb: kill taxpayers right away, but save the bill for future generations,"" Astorino said.",01 Health and Safety,Threatened,taxypayers,,kill,taxpayers,Taxation,kill,Crime,2378125.0,,,kill taxpayers,kill taxpayers,"[[' violent', ' mean', ' immoral']]","[[' PersonX commits a crime.', ' gets arrested', ' PersonX commits a crime']]","[[' none', ' to get rich', ' to be rich']]","[[' to get a gun', ' none', ' to be a criminal']]","[[' guilty', ' sad', ' guilty.']]","[[' PersonX is a criminal.', ' PersonX is a murderer.', ' PersonX wants to be rich.']]","[[' to get away with it', ' to hide from the police', ' to hide the evidence']]"
