,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant,Clean CSR_xWant,Clean CSR_xIntent,Clean CSR_xAttr,Clean CSR_xReact,Clean CSR_xEffect,Clean CSR_xNeed,Clean CSR_xReason
79,79,79,32,"Some would have you believe that this legislation cures voter identity fraud, continued Wilson.",01 Health and Safety,Protection,legislation,[protection] cure(s),cures,legislation,Government,cures,Disease,153423.0,,,[protection] cure(s),protection cure(s),"[[' protective', ' careful', ' smart']]","[[' none', ' PersonX is protected.', ' PersonX is protected']]","[[' to be safe', ' to be safe.', ' to protect himself']]","[[' none', ' to know how to use it', ' to know how to use them']]","[[' safe', ' relieved', ' happy']]","[[' PersonX is a pharmacist', ' PersonX is a doctor', ' PersonX gets a cold']]","[[' to be safe', ' to get better', ' to be safe.']]","Want:  to be safe, to be safe,  to get better","Intents:  to be safe,  to protect himself, to be safe","Attributes: protective,  smart,  careful","Reactions: safe,  happy,  relieved",Effects:  speaker is protected,"Needs:  to know how to use them,  to know how to use it","Reasons:  speaker is a doctor, speaker is a pharmacist,  speaker gets a cold"
80,80,80,277,"Severson argues that Minnesota has a ""corrupt election system"" and told delegates it is ""time for a conservative secretary of state.""",01 Health and Safety,Threatened,election system,,corrupt,election system,Elections,corrupt,Contamination/Crime,2377879.0,,,,,"[[' immoral', ' corrupt', ' mean']]","[[' gets arrested', ' PersonX gets arrested.', ' PersonX gets arrested']]","[[' none', ' to be in power', ' to be powerful']]","[[' none', ' to be corrupt', ' to be a criminal']]","[[' guilty', ' powerful', ' evil']]","[[' PersonX is a criminal', ' PersonX is corrupt', ' PersonX is a corrupt politician']]","[[' to get away with it', ' to get away with it.', ' to be in power']]","Want: to get away with it,  to be in power,  to get away with it","Intents:  to be in power,  to be powerful","Attributes:  corrupt, immoral,  mean","Reactions:  powerful,  evil, guilty","Effects:  speaker gets arrested, gets arrested","Needs:  to be a criminal,  to be corrupt","Reasons:  speaker is corrupt,  speaker is a corrupt politician, speaker is a criminal"
81,81,81,1339,"You do realize, that when you distill government down to its most basic form, it is nothing more than a monopoly on force?",05 Engineering and Business: Resource,Change Type,IMPROVE,,distill,government,Government,distill,Resource,152731.0,,,distill government,distill government,"[[' intelligent', ' smart', ' thoughtful']]","[[' none', ' PersonX makes a decision.', ' PersonX makes a new government.']]","[[' to understand government', ' to understand the government', ' to understand the situation']]","[[' none', ' to understand government', ' to understand the government']]","[[' accomplished', ' satisfied', ' good']]","[[' PersonX wants to understand the government', ' PersonX wants to make a political statement', ' PersonX wants to be a scientist']]","[[' to make a report', ' to make a plan', ' to explain the government']]","Want:  to explain the government, to make a report,  to make a plan","Intents: to understand government,  to understand the government,  to understand the situation","Attributes:  thoughtful, intelligent,  smart","Reactions:  good,  satisfied, accomplished","Effects:  speaker makes a new government,  speaker makes a decision","Needs:  to understand the government,  to understand government","Reasons: speaker wants to understand the government,  speaker wants to make a political statement,  speaker wants to be a scientist"
82,82,82,407,you throw the term INSANE around a lot when the real insanity comes from the garment soiling gun haters who are either terrified of the fact that others make personal safety their individual responsibility or hate conservatives and think attacking gun rights is just punishment for us being against nanny state collectivism.,01 Health and Safety,Threatened,gun rights,,attacking,gun rights,Gun Rights,attacking,Struggle/War,2128433.0,,,attacking gun,attacking gun,"[[' violent', ' aggressive', ' mean']]","[[' PersonX shoots the gun', ' PersonX shoots the gun.', ' PersonX gets shot.']]","[[' to hurt someone', ' to kill someone', ' to hurt someone.']]","[[' to have a gun', ' to grab the gun', ' none']]","[[' angry', ' scared', ' happy']]","[[' PersonX sees a gun on the ground', ' PersonX sees a gun on the ground.', ' PersonX sees a gun in the store.']]","[[' to shoot the gun', ' to kill someone', ' to get a gun']]","Want:  to get a gun, to shoot the gun,  to kill someone","Intents: to hurt someone,  to kill someone,  to hurt someone","Attributes:  mean, violent,  aggressive","Reactions:  scared, angry,  happy","Effects:  speaker shoots the gun, speaker shoots the gun,  speaker gets shot","Needs:  to grab the gun, to have a gun","Reasons: speaker sees a gun on the ground,  speaker sees a gun on the ground,  speaker sees a gun in the store"
83,83,83,1186,Gun control produces a net increase of crime.,05 Engineering and Business: Business,Business,Gun control,,produces,Gun control,Control of Guns,produces,Factory,3123408.0,,,produces a,produces a,"[[' skilled', ' creative', ' talented']]","[[' PersonX gets a promotion.', ' PersonX gets a promotion', ' PersonX gets a raise.']]","[[' to make something', ' to produce something', ' to make a product']]","[[' to know how to do it', ' none', ' to know how to make it']]","[[' accomplished', ' satisfied', ' happy']]","[[' PersonX is working on a project', ' PersonX wants to make a cake', ' PersonX is working on a project.']]","[[' to show it to others', ' to sell it', ' to sell the product']]","Want: to show it to others,  to sell it,  to sell the product","Intents:  to produce something, to make something,  to make a product","Attributes:  creative, skilled,  talented","Reactions:  satisfied, accomplished,  happy","Effects:  speaker gets a raise,  speaker gets a promotion, speaker gets a promotion","Needs: to know how to do it,  to know how to make it","Reasons:  speaker is working on a project, speaker is working on a project,  speaker wants to make a cake"
84,84,84,1324,"I may be in a tiny minority, but I believe that Confucianism and democracy are wholly compatible, precisely because democracy greases the machinery, providing a simple means of overthrowing a corrupt leader without risking the stability of society.",05 Engineering and Business: Engineering,Facilitator,democracy,[facilitator] greases,greases,democracy,Democracy,greases,Machine,1973304.0,,,[facilitator] greases,facilitator greases,"[[' helpful', ' skilled', ' responsible']]","[["" PersonX's hands get greasy."", ' none', "" PersonX's hands get greasy""]]","[[' to be helpful', ' to make a good impression', ' to be helpful.']]","[[' none', ' to get the greases', ' to get the grease']]","[[' helpful', ' satisfied', ' happy']]","[[' PersonX gets a job as a facilitator', ' PersonX gets a grease stain on their shirt', ' PersonX gets a job as a greaser']]","[[' to get a good grade on the test', ' to get a good job done', ' to get a good grade']]","Want:  to get a good job done, to get a good grade on the test,  to get a good grade","Intents:  to make a good impression, to be helpful,  to be helpful","Attributes:  responsible, helpful,  skilled","Reactions:  satisfied, helpful,  happy","Effects:  "" speakers hands get greasy"", "" speakers hands get greasy""","Needs:  to get the grease,  to get the greases","Reasons: speaker gets a job as a facilitator,  speaker gets a grease stain on their shirt,  speaker gets a job as a greaser"
85,85,85,1122,Not sure if that qualifies as a gun myth but its certainly mythical (see what I did there?),04 Power and Control: God,Worshipper,gun,,myth,gun,Guns,myth,A God,3124591.0,,,myth but,myth but,"[[' imaginative', ' curious', ' powerful']]","[[' none', ' PersonX becomes famous.', ' PersonX becomes a legend.']]","[[' none', ' to be a good storyteller', ' to be a good story teller']]","[[' none', ' PersonX is a good story teller.', ' to have a story to tell']]","[[' happy', ' good about themselves', ' good about themselves.']]","[[' PersonX is not a real person', ' PersonX is not a real person.', ' PersonX is a fairy tale']]","[[' to make a movie about it', ' to tell others about it', ' to tell others about the myth']]","Want: to make a movie about it,  to tell others about the myth,  to tell others about it","Intents:  to be a good story teller,  to be a good storyteller","Attributes: imaginative,  curious,  powerful","Reactions:  good about themselves, happy","Effects:  speaker becomes famous,  speaker becomes a legend","Needs:  to have a story to tell,  speaker is a good story teller","Reasons:  speaker is a fairy tale, speaker is not a real person,  speaker is not a real person"
86,86,86,500,"Once government gets involved, prices go up and bureaucracy burdens the system to an unsustainable degree.",02 Journey,Barrier,bureaucracy,,burdens,bureaucracy,Bureaucracy,burdens,Physical Burden,2377407.0,,,burdens the,burdens the,"[[' hard-working', ' hardworking', ' responsible']]","[[' gets yelled at', ' none', ' PersonX is burdened']]","[[' to be helpful', ' none', ' to be a burden']]","[[' none', ' to have something to burden', ' to have something to carry']]","[[' guilty', ' sad', ' relieved']]","[[' PersonX is too heavy.', ' PersonX wants to be helpful.', ' PersonX wants to be helpful']]","[[' to be helpful', ' to make sure they are ok', ' to make sure they are okay']]","Want:  to make sure they are okay, to be helpful,  to make sure they are ok","Intents: to be helpful,  to be a burden","Attributes: hard-working,  responsible,  hardworking","Reactions:  sad, guilty,  relieved","Effects:  speaker is burdened, gets yelled at","Needs:  to have something to burden,  to have something to carry","Reasons: speaker is too heavy,  speaker wants to be helpful"
87,87,87,202,Apparently the rise in crime following gun control brought about new control measures to undo the damage of gun control.,01 Health and Safety,Threat,gun control,,damage,gun control,Control of Guns,damage,Physical Harm,2378676.0,,,damage of,damage of,"[[' careless', ' destructive', ' damaged']]","[[' none', ' PersonX is injured.', ' PersonX is injured']]","[[' none', ' to hurt someone', ' to hurt someone.']]","[[' none', ' to have done something wrong', ' to have done something bad']]","[[' sad', ' hurt', ' angry']]","[[' PersonX breaks a window', "" PersonX breaks PersonY's leg"", "" PersonX breaks PersonY's car""]]","[[' to fix the damage', ' to repair the damage', ' to fix it']]","Want:  to fix it,  to repair the damage, to fix the damage",Intents:  to hurt someone,"Attributes:  damaged, careless,  destructive","Reactions: sad,  angry,  hurt",Effects:  speaker is injured,"Needs:  to have done something wrong,  to have done something bad","Reasons:  "" speaker breaks someones car"",  "" speaker breaks someones leg"", speaker breaks a window"
88,88,88,158,"It's called ""Democracy"", and the bulwarks against the tyranny of the masses have been eroded something fierce since we were founded (we're a republic precisely b/c the founders of this nation saw how evil democracy is, as bad or worse than arbitrary divine right kings).",01 Health and Safety,Threat,democracy,,evil,democracy,Democracy,evil,Monster,1973308.0,,,evil democracy,evil democracy,"[[' immoral', ' evil', ' mean']]","[[' none', ' gets arrested', ' PersonX is evil']]","[[' none', ' to be evil', ' to be in power']]","[[' none', ' to be a dictator', ' PersonX is evil.']]","[[' evil', ' powerful', ' evil.']]","[[' PersonX hates democracy.', ' PersonX is a dictator.', ' PersonX wants to be a dictator']]","[[' to be in power', ' to rule the country', ' to rule the world']]","Want:  to rule the world, to be in power,  to rule the country","Intents:  to be evil,  to be in power","Attributes:  mean, immoral,  evil","Reactions:  evil,  powerful, evil","Effects:  speaker is evil,  gets arrested","Needs:  speaker is evil,  to be a dictator","Reasons:  speaker is a dictator, speaker hates democracy,  speaker wants to be a dictator"
